Year,State,State Code,Ten-Year Age Groups,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
2018,Washington,53,65-74 years,Other reconstructive surgery,Y83.4,12,708808,Unreliable
2018,Washington,53,65-74 years,Removal of other organ (partial) (total),Y83.6,23,708808,3.2
2018,Washington,53,65-74 years,"Surgical procedure, unspecified",Y83.9,25,708808,3.5
2018,Washington,53,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,29,322041,9
2018,Washington,53,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,23,322041,7.1
2018,Washington,53,75-84 years,Other reconstructive surgery,Y83.4,12,322041,Unreliable
2018,Washington,53,75-84 years,Removal of other organ (partial) (total),Y83.6,11,322041,Unreliable
2018,Washington,53,75-84 years,"Surgical procedure, unspecified",Y83.9,26,322041,8.1
2018,Washington,53,85+ years,Surgical operation with implant of artificial internal device,Y83.1,37,133383,27.7
2018,Washington,53,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,133383,Unreliable
2018,Washington,53,85+ years,Other reconstructive surgery,Y83.4,12,133383,Unreliable
2018,Washington,53,85+ years,Removal of other organ (partial) (total),Y83.6,11,133383,Unreliable
2018,Washington,53,85+ years,"Surgical procedure, unspecified",Y83.9,27,133383,20.2
2018,West Virginia,54,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,19,107141,Unreliable
2018,West Virginia,54,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,107141,Unreliable
2018,West Virginia,54,85+ years,Surgical operation with implant of artificial internal device,Y83.1,13,39900,Unreliable
2018,Wisconsin,55,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,820577,Unreliable
2018,Wisconsin,55,55-64 years,"Surgical procedure, unspecified",Y83.9,12,820577,Unreliable
2018,Wisconsin,55,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,34,571623,5.9
2018,Wisconsin,55,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,571623,3.5
2018,Wisconsin,55,65-74 years,"Surgical procedure, unspecified",Y83.9,14,571623,Unreliable
2018,Wisconsin,55,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,23,285214,8.1
2018,Wisconsin,55,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,285214,Unreliable
2018,Wisconsin,55,75-84 years,Other reconstructive surgery,Y83.4,16,285214,Unreliable
2018,Wisconsin,55,75-84 years,Removal of other organ (partial) (total),Y83.6,14,285214,Unreliable
2018,Wisconsin,55,75-84 years,"Surgical procedure, unspecified",Y83.9,10,285214,Unreliable
2018,Wisconsin,55,85+ years,Surgical operation with implant of artificial internal device,Y83.1,33,128636,25.7
2018,Wisconsin,55,85+ years,"Surgical procedure, unspecified",Y83.9,10,128636,Unreliable
2019,Alabama,1,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,657667,Unreliable
2019,Alabama,1,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,10,657667,Unreliable
2019,Alabama,1,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,657667,Unreliable
2019,Alabama,1,65-74 years,Surgical operation with transplant of whole organ,Y83.0,12,501447,Unreliable
2019,Alabama,1,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,33,501447,6.6
2019,Alabama,1,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,31,501447,6.2
2019,Alabama,1,65-74 years,"Surgical procedure, unspecified",Y83.9,18,501447,Unreliable
2019,Alabama,1,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,24,256847,9.3
2019,Alabama,1,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,26,256847,10.1
2019,Alabama,1,75-84 years,"Surgical procedure, unspecified",Y83.9,15,256847,Unreliable
2019,Alabama,1,85+ years,Surgical operation with implant of artificial internal device,Y83.1,31,91543,33.9
2019,Arizona,4,55-64 years,Surgical operation with transplant of whole organ,Y83.0,12,880794,Unreliable
2019,Arizona,4,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,16,880794,Unreliable
2019,Arizona,4,55-64 years,Removal of other organ (partial) (total),Y83.6,13,880794,Unreliable
2019,Arizona,4,55-64 years,"Surgical procedure, unspecified",Y83.9,11,880794,Unreliable
2019,Arizona,4,65-74 years,Surgical operation with transplant of whole organ,Y83.0,31,751699,4.1
2019,Arizona,4,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,33,751699,4.4
2019,Arizona,4,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,27,751699,3.6
2019,Arizona,4,65-74 years,Removal of other organ (partial) (total),Y83.6,11,751699,Unreliable
2019,Arizona,4,65-74 years,"Surgical procedure, unspecified",Y83.9,16,751699,Unreliable
2019,Arizona,4,75-84 years,Surgical operation with transplant of whole organ,Y83.0,19,411197,Unreliable
2019,Arizona,4,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,41,411197,10
2019,Arizona,4,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,26,411197,6.3
2019,Arizona,4,75-84 years,Other reconstructive surgery,Y83.4,13,411197,Unreliable
2019,Arizona,4,75-84 years,Removal of other organ (partial) (total),Y83.6,14,411197,Unreliable
2019,Arizona,4,75-84 years,"Surgical procedure, unspecified",Y83.9,21,411197,5.1
2019,Arizona,4,85+ years,Surgical operation with implant of artificial internal device,Y83.1,46,145737,31.6
2019,Arizona,4,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,145737,Unreliable
2019,Arizona,4,85+ years,"Surgical procedure, unspecified",Y83.9,12,145737,Unreliable
2019,Arkansas,5,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,12,385994,Unreliable
2019,Arkansas,5,55-64 years,"Surgical procedure, unspecified",Y83.9,13,385994,Unreliable
2019,Arkansas,5,65-74 years,Surgical operation with transplant of whole organ,Y83.0,10,302829,Unreliable
2019,Arkansas,5,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,23,302829,7.6
2019,Arkansas,5,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,25,302829,8.3
2019,Arkansas,5,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,23,161141,14.3
2019,Arkansas,5,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,161141,Unreliable
2019,Arkansas,5,75-84 years,"Surgical procedure, unspecified",Y83.9,17,161141,Unreliable
2019,Arkansas,5,85+ years,Surgical operation with implant of artificial internal device,Y83.1,15,59912,Unreliable
2019,Arkansas,5,85+ years,"Surgical procedure, unspecified",Y83.9,10,59912,Unreliable
2019,California,6,< 1 year,Other surgical procedures,Y83.8,14,462589,Unreliable
2019,California,6,15-24 years,Other surgical procedures,Y83.8,45,5180973,0.9
2019,California,6,25-34 years,Removal of other organ (partial) (total),Y83.6,21,6052952,0.3
2019,California,6,25-34 years,Other surgical procedures,Y83.8,58,6052952,1
2019,California,6,35-44 years,Surgical operation with transplant of whole organ,Y83.0,16,5282100,Unreliable
2019,California,6,35-44 years,Surgical operation with implant of artificial internal device,Y83.1,10,5282100,Unreliable
2019,California,6,35-44 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,5282100,Unreliable
2019,California,6,35-44 years,Surgical operation with formation of external stoma,Y83.3,10,5282100,Unreliable
2019,California,6,35-44 years,Removal of other organ (partial) (total),Y83.6,49,5282100,0.9
2019,California,6,35-44 years,Other surgical procedures,Y83.8,60,5282100,1.1
2019,California,6,45-54 years,Surgical operation with transplant of whole organ,Y83.0,23,4979745,0.5
2019,California,6,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,42,4979745,0.8
2019,California,6,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,43,4979745,0.9
2019,California,6,45-54 years,Surgical operation with formation of external stoma,Y83.3,23,4979745,0.5
2019,California,6,45-54 years,Other reconstructive surgery,Y83.4,15,4979745,Unreliable
2019,California,6,45-54 years,Amputation of limb(s),Y83.5,11,4979745,Unreliable
2019,California,6,45-54 years,Removal of other organ (partial) (total),Y83.6,138,4979745,2.8
2019,California,6,45-54 years,Other surgical procedures,Y83.8,89,4979745,1.8
2019,California,6,45-54 years,"Surgical procedure, unspecified",Y83.9,22,4979745,0.4
2019,California,6,55-64 years,Surgical operation with transplant of whole organ,Y83.0,51,4786635,1.1
2019,California,6,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,105,4786635,2.2
2019,California,6,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,138,4786635,2.9
2019,California,6,55-64 years,Surgical operation with formation of external stoma,Y83.3,70,4786635,1.5
2019,California,6,55-64 years,Other reconstructive surgery,Y83.4,49,4786635,1
2019,California,6,55-64 years,Amputation of limb(s),Y83.5,36,4786635,0.8
2019,California,6,55-64 years,Removal of other organ (partial) (total),Y83.6,296,4786635,6.2
2019,California,6,55-64 years,Other surgical procedures,Y83.8,202,4786635,4.2
2019,California,6,55-64 years,"Surgical procedure, unspecified",Y83.9,45,4786635,0.9
2019,California,6,65-74 years,Surgical operation with transplant of whole organ,Y83.0,75,3386670,2.2
2019,California,6,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,160,3386670,4.7
2019,California,6,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,290,3386670,8.6
2019,California,6,65-74 years,Surgical operation with formation of external stoma,Y83.3,99,3386670,2.9
2019,California,6,65-74 years,Other reconstructive surgery,Y83.4,97,3386670,2.9
2019,California,6,65-74 years,Amputation of limb(s),Y83.5,53,3386670,1.6
2019,California,6,65-74 years,Removal of other organ (partial) (total),Y83.6,516,3386670,15.2
2019,California,6,65-74 years,Other surgical procedures,Y83.8,258,3386670,7.6
2019,California,6,65-74 years,"Surgical procedure, unspecified",Y83.9,53,3386670,1.6
2019,California,6,75-84 years,Surgical operation with transplant of whole organ,Y83.0,32,1701599,1.9
2019,California,6,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,254,1701599,14.9
2019,California,6,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,324,1701599,19
2019,California,6,75-84 years,Surgical operation with formation of external stoma,Y83.3,102,1701599,6
2019,California,6,75-84 years,Other reconstructive surgery,Y83.4,110,1701599,6.5
2019,California,6,75-84 years,Amputation of limb(s),Y83.5,47,1701599,2.8
2019,California,6,75-84 years,Removal of other organ (partial) (total),Y83.6,489,1701599,28.7
2019,California,6,75-84 years,Other surgical procedures,Y83.8,230,1701599,13.5
2019,California,6,75-84 years,"Surgical procedure, unspecified",Y83.9,70,1701599,4.1
2019,California,6,85+ years,Surgical operation with implant of artificial internal device,Y83.1,332,749846,44.3
2019,California,6,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,305,749846,40.7
2019,California,6,85+ years,Surgical operation with formation of external stoma,Y83.3,61,749846,8.1
2019,California,6,85+ years,Other reconstructive surgery,Y83.4,106,749846,14.1
2019,California,6,85+ years,Amputation of limb(s),Y83.5,25,749846,3.3
2019,California,6,85+ years,Removal of other organ (partial) (total),Y83.6,291,749846,38.8
2019,California,6,85+ years,Other surgical procedures,Y83.8,151,749846,20.1
2019,California,6,85+ years,"Surgical procedure, unspecified",Y83.9,44,749846,5.9
2019,Colorado,8,55-64 years,Surgical operation with transplant of whole organ,Y83.0,17,713013,Unreliable
2019,Colorado,8,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,21,713013,2.9
2019,Colorado,8,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,713013,Unreliable
2019,Colorado,8,55-64 years,Removal of other organ (partial) (total),Y83.6,11,713013,Unreliable
2019,Colorado,8,55-64 years,"Surgical procedure, unspecified",Y83.9,15,713013,Unreliable
2019,Colorado,8,65-74 years,Surgical operation with transplant of whole organ,Y83.0,23,522131,4.4
2019,Colorado,8,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,32,522131,6.1
2019,Colorado,8,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,25,522131,4.8
2019,Colorado,8,65-74 years,"Surgical procedure, unspecified",Y83.9,16,522131,Unreliable
2019,Colorado,8,75-84 years,Surgical operation with transplant of whole organ,Y83.0,10,230360,Unreliable
2019,Colorado,8,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,50,230360,21.7
2019,Colorado,8,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,230360,Unreliable
2019,Colorado,8,75-84 years,Removal of other organ (partial) (total),Y83.6,11,230360,Unreliable
2019,Colorado,8,75-84 years,"Surgical procedure, unspecified",Y83.9,18,230360,Unreliable
2019,Colorado,8,85+ years,Surgical operation with implant of artificial internal device,Y83.1,79,89921,87.9
2019,Colorado,8,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,22,89921,24.5
2019,Colorado,8,85+ years,Other reconstructive surgery,Y83.4,10,89921,Unreliable
2019,Colorado,8,85+ years,Removal of other organ (partial) (total),Y83.6,14,89921,Unreliable
2019,Connecticut,9,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,513455,Unreliable
2019,Connecticut,9,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,513455,Unreliable
2019,Connecticut,9,65-74 years,Surgical operation with transplant of whole organ,Y83.0,15,352819,Unreliable
2019,Connecticut,9,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,18,352819,Unreliable
2019,Connecticut,9,65-74 years,Removal of other organ (partial) (total),Y83.6,14,352819,Unreliable
2019,Connecticut,9,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,16,186095,Unreliable
2019,Connecticut,9,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,186095,Unreliable
2019,Connecticut,9,75-84 years,Removal of other organ (partial) (total),Y83.6,10,186095,Unreliable
2019,Connecticut,9,85+ years,Surgical operation with implant of artificial internal device,Y83.1,35,91330,38.3
2019,Connecticut,9,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,91330,Unreliable
2019,Connecticut,9,85+ years,"Surgical procedure, unspecified",Y83.9,12,91330,Unreliable
2019,Florida,12,35-44 years,"Surgical procedure, unspecified",Y83.9,16,2600531,Unreliable
2019,Florida,12,45-54 years,Surgical operation with transplant of whole organ,Y83.0,24,2709395,0.9
2019,Florida,12,45-54 years,Surgical operation with implant of artificial internal device,Y83.1,15,2709395,Unreliable
2019,Florida,12,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,16,2709395,Unreliable
2019,Florida,12,45-54 years,Other reconstructive surgery,Y83.4,13,2709395,Unreliable
2019,Florida,12,45-54 years,Removal of other organ (partial) (total),Y83.6,11,2709395,Unreliable
2019,Florida,12,45-54 years,"Surgical procedure, unspecified",Y83.9,37,2709395,1.4
2019,Florida,12,55-64 years,Surgical operation with transplant of whole organ,Y83.0,53,2898355,1.8
